date,account_address,balance_eth,networth_usd,gas_spent,gas_spent_addr,first_seen,persona_name,emissions_24h_mt,emissions_365d_mt,supply_wei,gasSpent,share_balance_eth,emissions_balance_t_eth,share_tx_eth,emissions_tx_t_eth,share_hybrid_eth,emissions_hybrid_t_eth
2016-10-14 23:58:00,0xThe_5649,83.68200836820084,1000.0,,0.0,2015-01-01,The Hodler,0.0024882714728712,0.8934643883262143,8.409786862448e+25,18839609062,9.950550440447415e-07,0.0024759670800331255,0.0,0.0,2.368231004826485e-08,5.892801650478839e-05
2016-10-14 23:58:00,0xDay_3286,172.85328399393958,2065.596743727578,,91478.0,2016-01-01,Day Trader,0.0024882714728712,0.8934643883262143,8.409786862448e+25,18839609062,2.0553824588085196e-06,0.005114349538093103,4.85562092604743e-06,0.01208210303336026,4.788926694317884e-06,0.011916149679142568
2016-10-21 23:58:00,0xThe_5649,83.68200836820084,1006.694560669456,,0.0,2015-01-01,The Hodler,0.0026611761533661,0.9381783163876479,8.431013299948e+25,10489982322,9.92549832280741e-07,0.0026413499446930303,0.0,0.0,2.3622686008281638e-08,6.286412868369413e-05
2016-10-21 23:58:00,0xDay_3286,3.8762646562567222,46.631463814768374,,408221.0,2016-01-01,Day Trader,0.0026611761533661,0.9381783163876479,8.431013299948e+25,10489982322,4.597626072159831e-08,0.00012235092865325991,3.8915318202573424e-05,0.10356051680134212,3.798983871117533e-05,0.10109765284840412
2016-10-28 23:58:00,0xThe_5649,83.68200836820084,876.1506276150628,,0.0,2015-01-01,The Hodler,0.0028345261796573,1.0096731825549743,8.452228378073e+25,12769967856,9.900585339753829e-07,0.002806346833946349,0.0,0.0,2.3563393108614115e-08,6.679105464792311e-05
2016-10-28 23:58:00,0xDay_3286,53.36237361652633,558.7040517650307,,258230.0,2016-01-01,Day Trader,0.0028345261796573,1.0096731825549743,8.452228378073e+25,12769967856,6.313408870370852e-07,0.00178955227259468,2.0221664056786957e-05,0.057318836165197666,1.975521214870634e-05,0.055996666020192064
2016-11-04 23:58:00,0xThe_5649,88.09114852665425,983.0972175574616,,21733.0,2015-01-01,The Hodler,0.0027070403041491,1.0428724543431478,8.473212549948e+25,9491493523,1.039642851012806e-06,0.0028143550996121438,2.289734481442368e-06,0.006198403527064429,2.25995940329333e-06,0.006117801190455794
2016-11-04 23:58:00,0xDay_3286,148.1106086399936,1652.9143924223283,,132545.0,2016-01-01,Day Trader,0.0027070403041491,1.0428724543431478,8.473212549948e+25,9491493523,1.7479864663716307e-06,0.0047318698155751696,1.3964609434628383e-05,0.03780276057123981,1.3673714161889527e-05,0.03701529534364928
2016-11-11 23:58:00,0xDay_3286,300.2673274134952,2987.659907764277,,399672.0,2016-01-01,Day Trader,0.0017570346091125,0.7902079472027709,8.494149893698e+25,8065860613,3.534989742013739e-06,0.006211099319575808,4.955106704371213e-05,0.08706293971425602,4.845538889326127e-05,0.08513779528346549
2016-11-11 23:58:00,0xThe_5649,88.09114852665425,876.5069278402098,,0.0,2015-01-01,The Hodler,0.0017570346091125,0.7902079472027709,8.494149893698e+25,8065860613,1.0370802214358267e-06,0.001822185841488803,0.0,0.0,2.468250927017268e-08,4.3368023027433505e-05
