date	avg_tx_fee
18.05.2009	0
19.05.2009	0
20.05.2009	0
21.05.2009	0
22.05.2009	0
23.05.2009	0
24.05.2009	0
25.05.2009	0
26.05.2009	0
27.05.2009	0
28.05.2009	0
29.05.2009	0
30.05.2009	0
31.05.2009	0
01.06.2009	0
02.06.2009	0
03.06.2009	0
04.06.2009	0
05.06.2009	0
06.06.2009	0
07.06.2009	0
08.06.2009	0
09.06.2009	0
10.06.2009	0
11.06.2009	0
12.06.2009	0
13.06.2009	0
14.06.2009	0
15.06.2009	0
16.06.2009	0
17.06.2009	0
18.06.2009	0
19.06.2009	0
20.06.2009	0
21.06.2009	0
22.06.2009	0
23.06.2009	0
24.06.2009	0
25.06.2009	0
26.06.2009	0
27.06.2009	0
28.06.2009	0
29.06.2009	0
30.06.2009	0
01.07.2009	0
02.07.2009	0
03.07.2009	0
04.07.2009	0
05.07.2009	0
06.07.2009	0
07.07.2009	0
08.07.2009	0
09.07.2009	0
10.07.2009	0
11.07.2009	0
12.07.2009	0
13.07.2009	0
14.07.2009	0
15.07.2009	0
16.07.2009	0
17.07.2009	0
18.07.2009	0
19.07.2009	0
20.07.2009	0.00001971830985915493
21.07.2009	0
22.07.2009	0
23.07.2009	0
24.07.2009	0
25.07.2009	0
26.07.2009	0
27.07.2009	0
28.07.2009	0
29.07.2009	0
30.07.2009	0
31.07.2009	0
01.08.2009	0
02.08.2009	0
03.08.2009	0
04.08.2009	0
05.08.2009	0
06.08.2009	0
07.08.2009	0.00001604938271604938
08.08.2009	0
09.08.2009	0
10.08.2009	0
11.08.2009	0
12.08.2009	0
13.08.2009	0
14.08.2009	0
15.08.2009	0
16.08.2009	0
17.08.2009	0
18.08.2009	0
19.08.2009	0
20.08.2009	0
21.08.2009	0
22.08.2009	0
23.08.2009	0
24.08.2009	0
25.08.2009	0
26.08.2009	0
27.08.2009	0
28.08.2009	0
29.08.2009	0
30.08.2009	0
31.08.2009	0
01.09.2009	0
02.09.2009	0
03.09.2009	0
04.09.2009	0
05.09.2009	0
06.09.2009	0
07.09.2009	0
08.09.2009	0
09.09.2009	0
10.09.2009	0
11.09.2009	0
12.09.2009	0
13.09.2009	0
14.09.2009	0
15.09.2009	0
16.09.2009	0
17.09.2009	0.00001411764705882353
18.09.2009	0
19.09.2009	0
20.09.2009	0
21.09.2009	0
22.09.2009	0
23.09.2009	0
24.09.2009	0
25.09.2009	0
26.09.2009	0
27.09.2009	0
28.09.2009	0
29.09.2009	0
30.09.2009	0
01.10.2009	0
02.10.2009	0
03.10.2009	0
04.10.2009	0
05.10.2009	0
06.10.2009	0
07.10.2009	0
08.10.2009	0
09.10.2009	0
10.10.2009	0
11.10.2009	0
12.10.2009	0
13.10.2009	0
14.10.2009	0
15.10.2009	0
16.10.2009	0
17.10.2009	0
18.10.2009	0
19.10.2009	0
20.10.2009	0.0000125
21.10.2009	0
22.10.2009	0
23.10.2009	0
24.10.2009	0
25.10.2009	0
26.10.2009	0
27.10.2009	0
28.10.2009	0
29.10.2009	0
30.10.2009	0
31.10.2009	0
01.11.2009	0
02.11.2009	0
03.11.2009	0
04.11.2009	0
05.11.2009	0
06.11.2009	0
07.11.2009	0
08.11.2009	0
09.11.2009	0
10.11.2009	0
11.11.2009	0
12.11.2009	0
13.11.2009	0
14.11.2009	0
15.11.2009	0
16.11.2009	0
17.11.2009	0
18.11.2009	0
19.11.2009	0
20.11.2009	0
21.11.2009	0
22.11.2009	0
23.11.2009	0
24.11.2009	0
25.11.2009	0
26.11.2009	0
27.11.2009	0
28.11.2009	0
29.11.2009	0
30.11.2009	0
01.12.2009	0.00002972972972972973
02.12.2009	0
03.12.2009	0
04.12.2009	0
05.12.2009	0
06.12.2009	0
07.12.2009	0
08.12.2009	0
09.12.2009	0
10.12.2009	0
11.12.2009	0
12.12.2009	0
13.12.2009	0
14.12.2009	0
15.12.2009	0
16.12.2009	0
17.12.2009	0
18.12.2009	0
19.12.2009	0
20.12.2009	0
21.12.2009	0
22.12.2009	0
23.12.2009	0
24.12.2009	0
25.12.2009	0
26.12.2009	0
27.12.2009	0
28.12.2009	0
29.12.2009	0
30.12.2009	0
31.12.2009	0
01.01.2010	0
02.01.2010	0
03.01.2010	0
04.01.2010	0
05.01.2010	0
06.01.2010	0
07.01.2010	0
08.01.2010	0
09.01.2010	0
10.01.2010	0
11.01.2010	0
12.01.2010	0.000016149068322981367
13.01.2010	0
14.01.2010	0
15.01.2010	0
16.01.2010	0
17.01.2010	0
18.01.2010	0
19.01.2010	0
20.01.2010	0
21.01.2010	0
22.01.2010	0
23.01.2010	0
24.01.2010	0
25.01.2010	0
26.01.2010	0
27.01.2010	0
28.01.2010	0
29.01.2010	0
30.01.2010	0
31.01.2010	0
01.02.2010	0
02.02.2010	0
03.02.2010	0
04.02.2010	0
05.02.2010	0
06.02.2010	0
07.02.2010	0
08.02.2010	0
09.02.2010	0.000020952380952380954
10.02.2010	0
11.02.2010	0
12.02.2010	0
13.02.2010	0
14.02.2010	0
15.02.2010	0
16.02.2010	0
17.02.2010	0
18.02.2010	0
19.02.2010	0
20.02.2010	0
21.02.2010	0
22.02.2010	0
23.02.2010	0
24.02.2010	0
25.02.2010	0
26.02.2010	0
27.02.2010	0
28.02.2010	0
01.03.2010	0
02.03.2010	0
03.03.2010	0
04.03.2010	0
05.03.2010	0
06.03.2010	0
07.03.2010	0
08.03.2010	0
09.03.2010	0
10.03.2010	0
11.03.2010	0
12.03.2010	0
13.03.2010	0
14.03.2010	0
15.03.2010	0
16.03.2010	0
17.03.2010	0
18.03.2010	0
19.03.2010	0
20.03.2010	0
21.03.2010	0
22.03.2010	0
23.03.2010	0
24.03.2010	0
25.03.2010	0
26.03.2010	0
27.03.2010	0
28.03.2010	0
29.03.2010	0
30.03.2010	0
31.03.2010	0
01.04.2010	0
02.04.2010	0
03.04.2010	0
04.04.2010	0.000014207650273224043
05.04.2010	0
06.04.2010	0
07.04.2010	0
08.04.2010	0
09.04.2010	0
10.04.2010	0
11.04.2010	0
12.04.2010	0
13.04.2010	0
14.04.2010	0
15.04.2010	0
16.04.2010	0
17.04.2010	0
18.04.2010	0
19.04.2010	0
20.04.2010	0
21.04.2010	0
22.04.2010	0
23.04.2010	0
24.04.2010	0
25.04.2010	0
26.04.2010	0
27.04.2010	0
28.04.2010	0
29.04.2010	0
30.04.2010	0
01.05.2010	0
02.05.2010	0
03.05.2010	0
04.05.2010	0
05.05.2010	0
06.05.2010	0
07.05.2010	0
08.05.2010	0
09.05.2010	0
10.05.2010	0
11.05.2010	0
12.05.2010	0
13.05.2010	0
14.05.2010	0.000438562091503268
15.05.2010	0.0002336283185840708
16.05.2010	0
17.05.2010	0
18.05.2010	0
19.05.2010	0
20.05.2010	0
21.05.2010	0
22.05.2010	0.00004380530973451328
23.05.2010	0
24.05.2010	0
25.05.2010	0
26.05.2010	0
27.05.2010	0
28.05.2010	0
29.05.2010	0
30.05.2010	0
31.05.2010	0
01.06.2010	0
02.06.2010	0
03.06.2010	0
04.06.2010	0
05.06.2010	0
06.06.2010	0
07.06.2010	0
08.06.2010	0
09.06.2010	0
10.06.2010	0
11.06.2010	0
12.06.2010	0
13.06.2010	0
14.06.2010	0
15.06.2010	0
16.06.2010	0
17.06.2010	0
18.06.2010	0
19.06.2010	0
20.06.2010	0
21.06.2010	0
22.06.2010	0
23.06.2010	0
24.06.2010	0
25.06.2010	0
26.06.2010	0
27.06.2010	0
28.06.2010	0
29.06.2010	0
30.06.2010	0.00005018315018315018
01.07.2010	0
02.07.2010	0
03.07.2010	0
04.07.2010	0
05.07.2010	0
06.07.2010	0
07.07.2010	0
08.07.2010	0
09.07.2010	0
10.07.2010	0
11.07.2010	0
12.07.2010	0
13.07.2010	0
14.07.2010	1.6307893020221785e-8
15.07.2010	0.0000049624060150375935
16.07.2010	0.000002286198137171888
17.07.2010	0.0000012254901960784314
18.07.2010	0.00009880952380952381
19.07.2010	0.000011931818181818183
20.07.2010	0
21.07.2010	0
22.07.2010	0
23.07.2010	0.0000014598540145985402
24.07.2010	0
25.07.2010	0.00007953922106417993
26.07.2010	0.00016167023554603855
27.07.2010	0.00007863849765258216
28.07.2010	0.00003229113275243465
29.07.2010	0.00002860203535083021
30.07.2010	0.00006246153846153846
31.07.2010	0.0000711864406779661
01.08.2010	0.000051098901098901094
02.08.2010	0.00003165829145728643
03.08.2010	0
04.08.2010	0
05.08.2010	0
06.08.2010	0
07.08.2010	0.0005076923076923076
08.08.2010	0
09.08.2010	0.0006113207547169811
10.08.2010	0
11.08.2010	0
12.08.2010	0
13.08.2010	0
14.08.2010	0
15.08.2010	0
16.08.2010	0.00010353200883002207
17.08.2010	0
18.08.2010	0.0002896551724137931
19.08.2010	0
20.08.2010	0
21.08.2010	0
22.08.2010	0
23.08.2010	0
24.08.2010	0.00014775725593667546
25.08.2010	0
26.08.2010	0
27.08.2010	0
28.08.2010	0
29.08.2010	0.000053076923076923076
30.08.2010	0.00006565349544072949
31.08.2010	0.000027210884353741498
01.09.2010	0.00001263157894736842
02.09.2010	0
03.09.2010	0
04.09.2010	0
05.09.2010	0.0000019292604501607717
06.09.2010	0
07.09.2010	0
08.09.2010	0
09.09.2010	0.00002037037037037037
10.09.2010	0
11.09.2010	0
12.09.2010	0.0000237467018469657
13.09.2010	0
14.09.2010	0.0000014150943396226415
15.09.2010	0
16.09.2010	0
17.09.2010	0
18.09.2010	0.00002706766917293233
19.09.2010	0
20.09.2010	0
21.09.2010	0
22.09.2010	0
23.09.2010	0
24.09.2010	0
25.09.2010	0
26.09.2010	0
27.09.2010	0.000001990049751243781
28.09.2010	0.0001759674134419552
29.09.2010	0
30.09.2010	0
01.10.2010	0.00005753424657534246
02.10.2010	9.980039920159682e-7
03.10.2010	0.0000013262599469496022
04.10.2010	0
05.10.2010	0
06.10.2010	0
07.10.2010	0
08.10.2010	0
09.10.2010	0
10.10.2010	0
11.10.2010	0
12.10.2010	0
13.10.2010	0.00008653846153846155
14.10.2010	0
15.10.2010	0
16.10.2010	0
17.10.2010	0
18.10.2010	0.000003454231433506045
19.10.2010	0
20.10.2010	0
21.10.2010	0.0000014492753623188406
22.10.2010	0
23.10.2010	0.000010638297872340426
24.10.2010	0
25.10.2010	0
26.10.2010	0
27.10.2010	0
28.10.2010	0
29.10.2010	0
30.10.2010	0
31.10.2010	0
01.11.2010	0
02.11.2010	0
03.11.2010	0
04.11.2010	0
05.11.2010	0
06.11.2010	0
07.11.2010	0
08.11.2010	0.0005801941747572816
09.11.2010	0
10.11.2010	0
11.11.2010	0
12.11.2010	0
13.11.2010	0
14.11.2010	0
15.11.2010	0.000027591870252514884
16.11.2010	0
17.11.2010	0
18.11.2010	0
19.11.2010	0.0000022425249169435217
20.11.2010	0.000027746377556263483
21.11.2010	0.000028992433293508562
22.11.2010	0.00045714285714285713
23.11.2010	0.00039413489736070384
24.11.2010	0.000013516260162601625
25.11.2010	0
26.11.2010	0.00007884322678843226
27.11.2010	0.000012584269662921348
28.11.2010	0
29.11.2010	0.000018502202643171805
30.11.2010	0.000005506607929515418
01.12.2010	0.00001640625
02.12.2010	0.000027391304347826085
03.12.2010	0.00000625
04.12.2010	0.00000645933014354067
05.12.2010	0.000015898617511520737
06.12.2010	0.000020430107526881722
07.12.2010	0.00002862129144851658
08.12.2010	0.000016826003824091778
09.12.2010	0.00001748971193415638
10.12.2010	0.00003941018766756032
11.12.2010	0.00004036363636363636
12.12.2010	0.00005085536547433903
13.12.2010	0.00010139318885448916
14.12.2010	0.000016539050535987747
15.12.2010	0.000024143302180685357
16.12.2010	0.00004670433145009416
17.12.2010	0.00012683982683982684
18.12.2010	0.00003326653306613227
19.12.2010	0.00005245009074410163
20.12.2010	0.00001727467811158798
21.12.2010	0.00004546899841017488
22.12.2010	0.00006727272727272727
23.12.2010	0.000028901734104046245
24.12.2010	0.000037099811676082864
25.12.2010	0.00002665615141955836
26.12.2010	0.00004092465753424658
27.12.2010	0.000036501901140684413
28.12.2010	0.00004069591527987897
29.12.2010	0.00007153996101364523
30.12.2010	0.000045193929173693085
31.12.2010	0.000012612612612612611
01.01.2011	0.00003930197268588771
02.01.2011	0.000046221441124780316
03.01.2011	0.00019361702127659576
04.01.2011	0.000009601634320735444
05.01.2011	0.000020610687022900766
06.01.2011	0.00003587896253602306
07.01.2011	0.000015784313725490197
08.01.2011	0.00000383008356545961
09.01.2011	0.00003548650858544563
10.01.2011	0.00001676829268292683
11.01.2011	0.000009765051395007342
12.01.2011	0.00008003442340791738
13.01.2011	0.000006714060031595577
14.01.2011	0.00001854199683042789
15.01.2011	0.000042515592515592514
16.01.2011	0.00003619763694951665
17.01.2011	0.00007433734939759036
18.01.2011	0.00001613691931540342
19.01.2011	0.000017448200654307524
20.01.2011	0.00003939393939393939
21.01.2011	0.000015180102915951974
22.01.2011	0.0001319971870604782
23.01.2011	0.00014283071230342275
24.01.2011	0.00007672479150871872
25.01.2011	0.00005950506186726659
26.01.2011	0.00004597014925373134
27.01.2011	0.00028763376932223545
28.01.2011	0.000024421831637372803
29.01.2011	0.00014112843355605048
30.01.2011	0.0004788966049382716
31.01.2011	0.0002509691313711414
01.02.2011	0.0003983218163869694
02.02.2011	0.00004129464285714285
03.02.2011	0.0001556400506970849
04.02.2011	0.00009203354297693921
05.02.2011	0.00015216346153846153
06.02.2011	0.00011463146314631463
07.02.2011	0.0003077354260089686
08.02.2011	0.0001802600472813239
09.02.2011	0.000048084759576202116
10.02.2011	0.0004119960668633235
11.02.2011	0.0002034394904458599
12.02.2011	0.00038415271966527195
13.02.2011	0.00013962678375411636
14.02.2011	0.00143419740777667
15.02.2011	0.00011605215827338129
16.02.2011	0.0002964114832535885
17.02.2011	0.00005706666666666667
18.02.2011	0.0002680933852140078
19.02.2011	0.0003036007580543272
20.02.2011	0.00009386281588447653
21.02.2011	0.0001769035532994924
22.02.2011	0.00009389799635701275
23.02.2011	0.0001469288555015466
24.02.2011	0.00007155049786628735
25.02.2011	0.0001895631067961165
26.02.2011	0.00027566598360655734
27.02.2011	0.00044742177170559714
28.02.2011	0.00028
01.03.2011	0.00013759618908024918
02.03.2011	0.0001869089099054256
03.03.2011	0.002029681647940075
04.03.2011	0.0003346115035317861
05.03.2011	0.00106787109375
06.03.2011	0.0022538158542589858
07.03.2011	0.0026378504672897197
08.03.2011	0.001433483606557377
09.03.2011	0.0015406761177753545
10.03.2011	0.0011403371462974112
11.03.2011	0.003109447983014862
12.03.2011	0.00046573071718538565
13.03.2011	0.000582773884175581
14.03.2011	0.0006049186530457814
15.03.2011	0.000570707778556412
16.03.2011	0.0005004084197298146
17.03.2011	0.0003507573507573507
18.03.2011	0.00047878532264867147
19.03.2011	0.0002940420194418313
20.03.2011	0.0004637389597644749
21.03.2011	0.0011399316823228012
22.03.2011	0.003528909740840036
23.03.2011	0.003084770240700219
24.03.2011	0.0031720425138632162
25.03.2011	0.0022815407703851926
26.03.2011	0.001195352323838081
27.03.2011	0.0022324807145757204
28.03.2011	0.001248822927328557
29.03.2011	0.0010192420897718912
30.03.2011	0.0018584282460136674
31.03.2011	0.0014781861575178998
01.04.2011	0.0017010766307789741
02.04.2011	0.0012062641083521446
03.04.2011	0.0018597229916897508
04.04.2011	0.0019180597661325248
05.04.2011	0.0017163284568192546
06.04.2011	0.0017577789699570814
07.04.2011	0.001283840190816935
08.04.2011	0.00174878324844369
09.04.2011	0.0018462781304096944
10.04.2011	0.0022291857798165137
11.04.2011	0.0016632527020072055
12.04.2011	0.0017408281174771303
13.04.2011	0.0014557148882328131
14.04.2011	0.004584831655675113
15.04.2011	0.0011769078295341922
16.04.2011	0.00169958217270195
17.04.2011	0.000996455471865308
18.04.2011	0.0011654695222405272
19.04.2011	0.001806253474152307
20.04.2011	0.0028396766588076796
21.04.2011	0.002043603133159269
22.04.2011	0.0029767286599904626
23.04.2011	0.0029436796536796536
24.04.2011	0.004536207655081391
25.04.2011	0.005613888888888889
26.04.2011	0.0023408972503617944
27.04.2011	0.0033588427947598256
28.04.2011	0.004129060955518946
29.04.2011	0.004263016411997737
30.04.2011	0.0059867873910127425
01.05.2011	0.009440769815143074
02.05.2011	0.004883683360258481
03.05.2011	0.005316660988074958
04.05.2011	0.007545607142857144
05.05.2011	0.009425086605080832
06.05.2011	0.007864224924012158
07.05.2011	0.00595819397993311
08.05.2011	0.00925527950310559
09.05.2011	0.011675113765642776
10.05.2011	0.009842145350682324
11.05.2011	0.012260873786407767
12.05.2011	0.011514013686402856
13.05.2011	0.0165556594488189
14.05.2011	0.024582419574082463
15.05.2011	0.031057294429708223
16.05.2011	0.022696665900206945
17.05.2011	0.023994108422939066
18.05.2011	0.0264815445260706
19.05.2011	0.024839202230323827
20.05.2011	0.025318561001042753
21.05.2011	0.02668231265108783
22.05.2011	0.021272775463839454
23.05.2011	0.02014703220191471
24.05.2011	0.025554680306905372
25.05.2011	0.024079210610418664
26.05.2011	0.024289507679058416
27.05.2011	0.02438048629713579
28.05.2011	0.024125992419708756
29.05.2011	0.02453164317273301
30.05.2011	0.029073224658047594
31.05.2011	0.02869821870361207
01.06.2011	0.03271469418960245
02.06.2011	0.030560482062780267
03.06.2011	0.031455810922876436
04.06.2011	0.04777032118942231
05.06.2011	0.04523140130353818
06.06.2011	0.05230669895908482
07.06.2011	0.059612619417907124
08.06.2011	0.07477103681760473
09.06.2011	0.09697521353482261
10.06.2011	0.10081631023160884
11.06.2011	0.0800482334587501
12.06.2011	0.06272549839228296
13.06.2011	0.052682473768451005
14.06.2011	0.051457769458963125
15.06.2011	0.061193811979373264
16.06.2011	0.04922635336576181
17.06.2011	0.051624185552407935
18.06.2011	0.03801121681224596
19.06.2011	0.0361991370292887
20.06.2011	0.032101541202672605
21.06.2011	0.000017260923330585327
22.06.2011	0.0000142460283010678
23.06.2011	0.000012727970819735073
24.06.2011	0.00001350485259110053
25.06.2011	0.000022469823584029714
26.06.2011	0.00002401602403605408
27.06.2011	0.03519448557569568
28.06.2011	0.03149686537923314
29.06.2011	0.03382712457508499
30.06.2011	0.03099548567870486
01.07.2011	0.029081269452041876
02.07.2011	0.029206235969069592
03.07.2011	0.024794332855093255
04.07.2011	0.02578051853394419
05.07.2011	0.030363446737311766
06.07.2011	0.02069496149824128
07.07.2011	0.022594749455337692
08.07.2011	0.0235156660412758
09.07.2011	0.02371488982295249
10.07.2011	0.02145326501429933
11.07.2011	0.02129203649149482
12.07.2011	0.022559310175524733
13.07.2011	0.023007386054606765
14.07.2011	0.021552569986232218
15.07.2011	0.028392598149537384
16.07.2011	0.01744401757548445
17.07.2011	0.01971768707482993
18.07.2011	0.019236040552584672
19.07.2011	0.021059401197604792
20.07.2011	0.016741487081123774
21.07.2011	0.015080105353423986
22.07.2011	0.020563274385496606
23.07.2011	0.01417974376264329
24.07.2011	0.016926450906436307
25.07.2011	0.01768161307327359
26.07.2011	0.013290286738351255
27.07.2011	0.015482288930581616
28.07.2011	0.012972508929671141
29.07.2011	0.013234572795625428
30.07.2011	0.012447109035271381
31.07.2011	0.011370304975922953
01.08.2011	0.012709530201342283
02.08.2011	0.01110340251786322
03.08.2011	0.013126030761276983
04.08.2011	0.0097747441916456
05.08.2011	0.009171508152173914
06.08.2011	0.036201580333625985
07.08.2011	0.007616736214605066
08.08.2011	0.008453268198706482
09.08.2011	0.009823071916693784
10.08.2011	0.012545482903419317
11.08.2011	0.009361940494997367
12.08.2011	0.008026713189113747
13.08.2011	0.008694606650446066
14.08.2011	0.013532659617186454
15.08.2011	0.012336066356367107
16.08.2011	0.01166304979253112
17.08.2011	0.009636195286195286
18.08.2011	0.008671732973701956
19.08.2011	0.011102101392172313
20.08.2011	0.008587470449172576
21.08.2011	0.00850820399113082
22.08.2011	0.01099955214331414
23.08.2011	0.010551999450322936
24.08.2011	0.013013479028098277
25.08.2011	0.009069424112691616
26.08.2011	0.00632306966716076
27.08.2011	0.006828800503065556
28.08.2011	0.006963320808731437
29.08.2011	0.005940684457622931
30.08.2011	0.011253190671450539
31.08.2011	0.007125315414152496
01.09.2011	0.00651406358461752
02.09.2011	0.00799373754625676
03.09.2011	0.005448067510548524
04.09.2011	0.011612055662717002
05.09.2011	0.008328597812189231
06.09.2011	0.006344699872286079
07.09.2011	0.00773626234132581
08.09.2011	0.005045867323380021
09.09.2011	0.0070739425162689796
10.09.2011	0.004767428666777908
11.09.2011	0.00397401831444979
12.09.2011	0.004944730038022814
13.09.2011	0.003844991563123178
14.09.2011	0.0035325967741935485
15.09.2011	0.006284198331788693
16.09.2011	0.003982299887260429
17.09.2011	0.004546332966629997
18.09.2011	0.0042904109589041095
19.09.2011	0.0045683901999098156
20.09.2011	0.00423170042971148
21.09.2011	0.0040889120249869865
22.09.2011	0.0034605473204104903
23.09.2011	0.00365448798988622
24.09.2011	0.006555621508379889
25.09.2011	0.0031819468717231734
26.09.2011	0.0027864514984926405
27.09.2011	0.0038018849368955912
28.09.2011	0.003515605783613096
29.09.2011	0.002895437466451959
30.09.2011	0.002876317135549872
01.10.2011	0.003393636025307034
02.10.2011	0.003183157894736842
03.10.2011	0.006907345499156571
04.10.2011	0.0031310036150800484
05.10.2011	0.003378201351585514
06.10.2011	0.006642878890392423
07.10.2011	0.003530807190694396
08.10.2011	0.0026198815253609775
09.10.2011	0.0021649257833974713
10.10.2011	0.0023850731043862632
11.10.2011	0.0036377403035413153
12.10.2011	0.0030833249285594218
13.10.2011	0.0033864165329052964
14.10.2011	0.0022630502372770417
15.10.2011	0.0024198601899982075
16.10.2011	0.002493796426420397
17.10.2011	0.0026985642622383674
18.10.2011	0.0016933580094591815
19.10.2011	0.00166224171539961
20.10.2011	0.0029372768337276836
21.10.2011	0.00120197848636189
22.10.2011	0.0014047516621040282
23.10.2011	0.00167339514978602
24.10.2011	0.0018000842601954836
25.10.2011	0.0014718714121699198
26.10.2011	0.0016116084977238242
27.10.2011	0.0015843061791746846
28.10.2011	0.0017464439234075812
29.10.2011	0.001941529664045747
30.10.2011	0.002341746987951807
31.10.2011	0.002039560015438055
01.11.2011	0.002708880041544054
02.11.2011	0.0017576531463862459
03.11.2011	0.0014980009595394212
04.11.2011	0.0015440672782874617
05.11.2011	0.0019211707152496625
06.11.2011	0.0014129320619785458
07.11.2011	0.0018802583697234351
08.11.2011	0.002085919252585919
09.11.2011	0.0015593982630272953
10.11.2011	0.0015307903990215564
11.11.2011	0.0011704496367563322
12.11.2011	0.0014354788375268187
13.11.2011	0.0016113881652400448
14.11.2011	0.001397968855788761
15.11.2011	0.0011943334425155586
16.11.2011	0.0014424933862433862
17.11.2011	0.0014069772131478121
18.11.2011	0.001444341265235055
19.11.2011	0.0014239415749364944
20.11.2011	0.001670341463414634
21.11.2011	0.0013165199161425576
22.11.2011	0.001197359315243125
23.11.2011	0.0014582886745266167
24.11.2011	0.0018567955360701475
25.11.2011	0.0018872037914691945
26.11.2011	0.0014661826599326599
27.11.2011	0.0012409405255878285
28.11.2011	0.0012564924114671164
29.11.2011	0.0017236513875896477
30.11.2011	0.001488201837538282
01.12.2011	0.0020650976070528968
02.12.2011	0.002211380183602406
03.12.2011	0.0025504883679630616
04.12.2011	0.001554874651810585
05.12.2011	0.001328908128908129
06.12.2011	0.0015165580345951365
07.12.2011	0.0018821678891605543
08.12.2011	0.001411786941580756
09.12.2011	0.0015952934860415174
10.12.2011	0.0015224198661500528
11.12.2011	0.1272361528226573
12.12.2011	0.11670800082270671
13.12.2011	0.0023876803551609324
14.12.2011	0.002176985242445538
15.12.2011	0.005048103092783505
16.12.2011	0.001662993803253292
17.12.2011	0.002306108551972762
18.12.2011	0.0021375215889464596
19.12.2011	0.002276420260095825
20.12.2011	0.0031978236695790314
21.12.2011	0.0030376546530392684
22.12.2011	0.002326352619901007
23.12.2011	0.0017711017247448084
24.12.2011	0.0018923572348647489
25.12.2011	0.002177960650775634
26.12.2011	0.0023953377060804823
27.12.2011	0.0023184225676453657
28.12.2011	0.0025286
29.12.2011	0.003312874136607828
30.12.2011	0.0027858245891902596
31.12.2011	0.0032196612809032507
01.01.2012	0.003269306138772246
02.01.2012	0.00522173752310536
03.01.2012	0.004828494716785034
04.01.2012	0.012266672482987262
05.01.2012	0.004269745496139548
06.01.2012	0.006055493678506924
07.01.2012	0.005153056731583404
08.01.2012	0.00391656777014366
09.01.2012	0.007321940445026178
10.01.2012	0.004734641305975737
11.01.2012	0.005111948452164169
12.01.2012	0.04191786140979689
13.01.2012	0.009644720315466628
14.01.2012	0.012414088438372264
15.01.2012	0.014021657160963244
16.01.2012	0.03857919414969888
17.01.2012	0.007734508293838863
18.01.2012	0.009847720776290056
19.01.2012	0.02384165459287163
20.01.2012	0.022578480825958702
21.01.2012	0.004819682689286836
22.01.2012	0.0035775774647887324
23.01.2012	0.005102213114754098
24.01.2012	0.008422289488167308
25.01.2012	0.0060919608089436
26.01.2012	0.007966232191573204
27.01.2012	0.020286665614644154
28.01.2012	0.008119813874788493
29.01.2012	0.1911413009648304
30.01.2012	0.02592428083861531
31.01.2012	0.005727581227436823
01.02.2012	0.004049015687480775
02.02.2012	0.009410985482970407
03.02.2012	0.005902127659574468
04.02.2012	0.0071153378471742424
05.02.2012	0.003734484794803661
06.02.2012	0.0039620925684485005
07.02.2012	0.005265416428978893
08.02.2012	0.004088453872437357
09.02.2012	0.005579901175213675
10.02.2012	0.0028504020813623463
11.02.2012	0.0029760125016278158
12.02.2012	0.0031161877667140823
