date,account_address,balance_eth,networth_usd,gas_spent,gas_spent_addr,first_seen,persona_name
10/14/2016 23:58:00,0xThe_2164,83.68200836820084,1000.0,,0.0,2015-01-01,The Hodler
10/21/2016 23:58:00,0xThe_2164,83.68200836820084,1006.6945606694561,,0.0,2015-01-01,The Hodler
10/28/2016 23:58:00,0xThe_2164,83.68200836820084,876.1506276150628,,0.0,2015-01-01,The Hodler
11/4/2016 23:58:00,0xThe_2164,87.9866239255353,981.9307230089739,,22053.0,2015-01-01,The Hodler
11/11/2016 23:58:00,0xThe_2164,87.9866239255353,875.4669080590761,,0.0,2015-01-01,The Hodler
11/18/2016 23:58:00,0xThe_2164,92.83881325487519,898.6797123071918,,31697.0,2015-01-01,The Hodler
11/25/2016 23:58:00,0xThe_2164,92.83881325487519,866.1861276679855,,0.0,2015-01-01,The Hodler
12/2/2016 23:58:00,0xThe_2164,92.83881325487519,729.713072183319,,0.0,2015-01-01,The Hodler
12/9/2016 23:58:00,0xThe_2164,98.71750200643669,803.5604663323948,,25066.0,2015-01-01,The Hodler
12/16/2016 23:58:00,0xThe_2164,104.45666563110643,819.9848252041854,,35058.0,2015-01-01,The Hodler
12/23/2016 23:58:00,0xThe_2164,104.45666563110643,754.1771258565884,,0.0,2015-01-01,The Hodler
12/30/2016 23:58:00,0xThe_2164,104.45666563110643,852.3663915498284,,0.0,2015-01-01,The Hodler
1/6/2017 23:58:00,0xThe_2164,112.59950855353212,1116.9871248510385,,42498.0,2015-01-01,The Hodler
1/13/2017 23:58:00,0xThe_2164,112.59950855353212,1110.2311543378266,,0.0,2015-01-01,The Hodler
1/20/2017 23:58:00,0xThe_2164,112.59950855353212,1230.712628490106,,0.0,2015-01-01,The Hodler
1/27/2017 23:58:00,0xThe_2164,112.59950855353212,1191.3028004963699,,0.0,2015-01-01,The Hodler
2/3/2017 23:58:00,0xThe_2164,120.05130976960542,1369.785444471198,,44820.0,2015-01-01,The Hodler
2/10/2017 23:58:00,0xThe_2164,120.05130976960542,1382.9910885458544,,0.0,2015-01-01,The Hodler
2/17/2017 23:58:00,0xThe_2164,120.05130976960542,1547.461382930214,,0.0,2015-01-01,The Hodler
2/24/2017 23:58:00,0xThe_2164,120.05130976960542,1638.700378355114,,0.0,2015-01-01,The Hodler
3/3/2017 23:58:00,0xThe_2164,120.05130976960542,2238.956927203141,,0.0,2015-01-01,The Hodler
3/10/2017 23:58:00,0xThe_2164,120.05130976960542,2597.9103434142617,,0.0,2015-01-01,The Hodler
3/17/2017 23:58:00,0xThe_2164,120.05130976960542,4038.5260606495267,,0.0,2015-01-01,The Hodler
3/24/2017 23:58:00,0xThe_2164,125.10845047117833,6317.9767487945055,,49658.0,2015-01-01,The Hodler
3/31/2017 23:58:00,0xThe_2164,125.10845047117833,6344.249523393453,,0.0,2015-01-01,The Hodler
4/7/2017 23:58:00,0xThe_2164,125.10845047117833,5561.070623443877,,0.0,2015-01-01,The Hodler
4/14/2017 23:58:00,0xThe_2164,125.10845047117833,6122.807566059467,,0.0,2015-01-01,The Hodler
4/21/2017 23:58:00,0xThe_2164,125.10845047117833,6081.521777403978,,0.0,2015-01-01,The Hodler
4/28/2017 23:58:00,0xThe_2164,125.10845047117833,8807.634913170956,,0.0,2015-01-01,The Hodler
5/5/2017 23:58:00,0xThe_2164,125.10845047117833,11990.393893157732,,0.0,2015-01-01,The Hodler
5/12/2017 23:58:00,0xThe_2164,125.10845047117833,11062.089190661589,,0.0,2015-01-01,The Hodler
5/19/2017 23:58:00,0xThe_2164,125.10845047117833,15467.157731751777,,0.0,2015-01-01,The Hodler
5/26/2017 23:58:00,0xThe_2164,125.10845047117833,20006.092314846126,,0.0,2015-01-01,The Hodler
6/2/2017 23:58:00,0xThe_2164,125.10845047117833,28143.145933491563,,0.0,2015-01-01,The Hodler
6/9/2017 23:58:00,0xThe_2164,130.307845237388,44330.728949759396,,26855.0,2015-01-01,The Hodler
6/16/2017 23:58:00,0xThe_2164,130.307845237388,48080.988735691426,,0.0,2015-01-01,The Hodler
6/23/2017 23:58:00,0xThe_2164,130.307845237388,39678.73887478464,,0.0,2015-01-01,The Hodler
6/30/2017 23:58:00,0xThe_2164,135.97152023454086,35776.82640411239,,38086.0,2015-01-01,The Hodler
7/7/2017 23:58:00,0xThe_2164,135.97152023454086,33536.01575064716,,0.0,2015-01-01,The Hodler
7/14/2017 23:58:00,0xThe_2164,141.1565542368689,23674.777276607652,,28400.0,2015-01-01,The Hodler
7/21/2017 23:58:00,0xThe_2164,141.1565542368689,32563.405496903288,,0.0,2015-01-01,The Hodler
7/28/2017 23:58:00,0xThe_2164,148.62387371686955,30601.65559830344,,36194.0,2015-01-01,The Hodler
8/4/2017 23:58:00,0xThe_2164,148.62387371686955,37430.9225955936,,0.0,2015-01-01,The Hodler
8/11/2017 23:58:00,0xThe_2164,154.00082468225156,47486.154290772276,,33765.0,2015-01-01,The Hodler
8/18/2017 23:58:00,0xThe_2164,154.00082468225156,45211.56211021541,,0.0,2015-01-01,The Hodler
8/25/2017 23:58:00,0xThe_2164,154.00082468225156,51280.73461094295,,0.0,2015-01-01,The Hodler
9/1/2017 23:58:00,0xThe_2164,154.00082468225156,54650.272654990615,,0.0,2015-01-01,The Hodler
9/8/2017 23:58:00,0xThe_2164,154.00082468225156,46968.711519839904,,0.0,2015-01-01,The Hodler
9/15/2017 23:58:00,0xThe_2164,154.00082468225156,39399.57098670724,,0.0,2015-01-01,The Hodler
9/22/2017 23:58:00,0xThe_2164,154.00082468225156,44048.85588386441,,0.0,2015-01-01,The Hodler
9/29/2017 23:58:00,0xThe_2164,154.00082468225156,46442.0286994266,,0.0,2015-01-01,The Hodler
10/6/2017 23:58:00,0xThe_2164,154.00082468225156,47912.73657514211,,0.0,2015-01-01,The Hodler
10/13/2017 23:58:00,0xThe_2164,154.00082468225156,52109.25904773346,,0.0,2015-01-01,The Hodler
10/20/2017 23:58:00,0xThe_2164,154.00082468225156,46200.247404675465,,0.0,2015-01-01,The Hodler
10/27/2017 23:58:00,0xThe_2164,154.00082468225156,45447.18337197926,,0.0,2015-01-01,The Hodler
11/3/2017 23:58:00,0xThe_2164,154.00082468225156,46455.88877364801,,0.0,2015-01-01,The Hodler
11/10/2017 23:58:00,0xThe_2164,154.00082468225156,48616.52034393999,,0.0,2015-01-01,The Hodler
11/17/2017 23:58:00,0xThe_2164,154.00082468225156,53376.685834868396,,0.0,2015-01-01,The Hodler
11/24/2017 23:58:00,0xThe_2164,154.00082468225156,71882.96493693456,,0.0,2015-01-01,The Hodler
12/1/2017 23:58:00,0xThe_2164,154.00082468225156,70892.73963422768,,0.0,2015-01-01,The Hodler
12/8/2017 23:58:00,0xThe_2164,154.00082468225156,74696.5600038793,,0.0,2015-01-01,The Hodler
12/15/2017 23:58:00,0xThe_2164,154.00082468225156,108353.44023818539,,0.0,2015-01-01,The Hodler
12/22/2017 23:58:00,0xThe_2164,154.00082468225156,112851.80432715394,,0.0,2015-01-01,The Hodler
12/29/2017 23:58:00,0xThe_2164,154.00082468225156,109429.90600271433,,0.0,2015-01-01,The Hodler
1/5/2018 23:58:00,0xThe_2164,154.00082468225156,155029.550191129,,0.0,2015-01-01,The Hodler
1/12/2018 23:58:00,0xThe_2164,154.00082468225156,213448.22302609432,,0.0,2015-01-01,The Hodler
1/19/2018 23:58:00,0xThe_2164,154.00082468225156,177104.02840108293,,0.0,2015-01-01,The Hodler
1/26/2018 23:58:00,0xThe_2164,161.9844836238155,178182.93198619704,,43318.0,2015-01-01,The Hodler
2/2/2018 23:58:00,0xThe_2164,161.9844836238155,157027.75842492672,,0.0,2015-01-01,The Hodler
2/9/2018 23:58:00,0xThe_2164,161.9844836238155,137600.95930392254,,0.0,2015-01-01,The Hodler
2/16/2018 23:58:00,0xThe_2164,161.9844836238155,157933.25168838387,,0.0,2015-01-01,The Hodler
2/23/2018 23:58:00,0xThe_2164,161.9844836238155,134965.47175536308,,0.0,2015-01-01,The Hodler
3/2/2018 23:58:00,0xThe_2164,161.9844836238155,138389.82373917053,,0.0,2015-01-01,The Hodler
3/9/2018 23:58:00,0xThe_2164,161.9844836238155,110732.59300524027,,0.0,2015-01-01,The Hodler
3/16/2018 23:58:00,0xThe_2164,161.9844836238155,89057.44925153752,,0.0,2015-01-01,The Hodler
3/23/2018 23:58:00,0xThe_2164,161.9844836238155,84162.27815642582,,0.0,2015-01-01,The Hodler
3/30/2018 23:58:00,0xThe_2164,161.9844836238155,63909.35816894017,,0.0,2015-01-01,The Hodler
4/6/2018 23:58:00,0xThe_2164,161.9844836238155,62300.85224655568,,0.0,2015-01-01,The Hodler
4/13/2018 23:58:00,0xThe_2164,161.9844836238155,81381.0045726049,,0.0,2015-01-01,The Hodler
4/20/2018 23:58:00,0xThe_2164,161.9844836238155,98026.53010978817,,0.0,2015-01-01,The Hodler
4/27/2018 23:58:00,0xThe_2164,161.9844836238155,110473.41783144216,,0.0,2015-01-01,The Hodler
5/4/2018 23:58:00,0xThe_2164,161.9844836238155,131531.40070253817,,0.0,2015-01-01,The Hodler
5/11/2018 23:58:00,0xThe_2164,161.9844836238155,110904.2965578815,,0.0,2015-01-01,The Hodler
5/18/2018 23:58:00,0xThe_2164,161.9844836238155,112734.72122283063,,0.0,2015-01-01,The Hodler
5/25/2018 23:58:00,0xThe_2164,161.9844836238155,94759.30307509583,,0.0,2015-01-01,The Hodler
6/1/2018 23:58:00,0xThe_2164,161.9844836238155,95645.35820051811,,0.0,2015-01-01,The Hodler
6/8/2018 23:58:00,0xThe_2164,161.9844836238155,96123.21242720835,,0.0,2015-01-01,The Hodler
6/15/2018 23:58:00,0xThe_2164,161.9844836238155,80556.50355095968,,0.0,2015-01-01,The Hodler
6/22/2018 23:58:00,0xThe_2164,161.9844836238155,76970.16708352842,,0.0,2015-01-01,The Hodler
6/29/2018 23:58:00,0xThe_2164,161.9844836238155,73425.94658183932,,0.0,2015-01-01,The Hodler
7/6/2018 23:58:00,0xThe_2164,161.9844836238155,78478.24262606613,,0.0,2015-01-01,The Hodler
7/13/2018 23:58:00,0xThe_2164,161.9844836238155,70322.32387560702,,0.0,2015-01-01,The Hodler
7/20/2018 23:58:00,0xThe_2164,161.9844836238155,74755.83919239085,,0.0,2015-01-01,The Hodler
7/27/2018 23:58:00,0xThe_2164,170.71172627974644,79913.5733060749,,31971.0,2015-01-01,The Hodler
8/3/2018 23:58:00,0xThe_2164,170.71172627974644,69479.6725958568,,0.0,2015-01-01,The Hodler
8/10/2018 23:58:00,0xThe_2164,170.71172627974644,54289.74319148496,,0.0,2015-01-01,The Hodler
8/17/2018 23:58:00,0xThe_2164,170.71172627974644,50634.805131835594,,0.0,2015-01-01,The Hodler
8/24/2018 23:58:00,0xThe_2164,178.01754610344864,49483.53729037562,,31792.0,2015-01-01,The Hodler
8/31/2018 23:58:00,0xThe_2164,178.01754610344864,52451.089783920106,,0.0,2015-01-01,The Hodler
9/7/2018 23:58:00,0xThe_2164,178.01754610344864,35069.45658237938,,0.0,2015-01-01,The Hodler
9/14/2018 23:58:00,0xThe_2164,178.01754610344864,39464.70979567353,,0.0,2015-01-01,The Hodler
9/21/2018 23:58:00,0xThe_2164,178.01754610344864,42850.60352256112,,0.0,2015-01-01,The Hodler
9/28/2018 23:58:00,0xThe_2164,178.01754610344864,41123.83332535767,,0.0,2015-01-01,The Hodler
10/5/2018 23:58:00,0xThe_2164,178.01754610344864,39849.227695256974,,0.0,2015-01-01,The Hodler
10/12/2018 23:58:00,0xThe_2164,178.01754610344864,35019.61166947042,,0.0,2015-01-01,The Hodler
10/19/2018 23:58:00,0xThe_2164,178.01754610344864,36082.376419708,,0.0,2015-01-01,The Hodler
10/26/2018 23:58:00,0xThe_2164,178.01754610344864,35863.41483800076,,0.0,2015-01-01,The Hodler
11/2/2018 23:58:00,0xThe_2164,178.01754610344864,35309.780269619034,,0.0,2015-01-01,The Hodler
11/9/2018 23:58:00,0xThe_2164,178.01754610344864,37435.30977009421,,0.0,2015-01-01,The Hodler
11/16/2018 23:58:00,0xThe_2164,178.01754610344864,30706.246527383857,,0.0,2015-01-01,The Hodler
11/23/2018 23:58:00,0xThe_2164,178.01754610344864,19610.412878755902,,0.0,2015-01-01,The Hodler
11/30/2018 23:58:00,0xThe_2164,178.01754610344864,20796.00973580487,,0.0,2015-01-01,The Hodler
12/7/2018 23:58:00,0xThe_2164,178.01754610344864,16019.798973849342,,0.0,2015-01-01,The Hodler
12/8/2018 23:58:00,0xThe_2164,178.01754610344864,16103.467220517963,,0.0,2015-01-01,The Hodler
12/14/2018 23:58:00,0xThe_2164,178.01754610344864,14780.79685296934,,0.0,2015-01-01,The Hodler
12/15/2018 23:58:00,0xThe_2164,178.01754610344864,14798.598607579685,,0.0,2015-01-01,The Hodler
12/21/2018 23:58:00,0xThe_2164,178.01754610344864,20666.05692714935,,0.0,2015-01-01,The Hodler
12/22/2018 23:58:00,0xThe_2164,178.01754610344864,20630.453417928664,,0.0,2015-01-01,The Hodler
12/28/2018 23:58:00,0xThe_2164,178.01754610344864,23881.053809777637,,0.0,2015-01-01,The Hodler
12/29/2018 23:58:00,0xThe_2164,178.01754610344864,23881.053809777637,,0.0,2015-01-01,The Hodler
1/4/2019 23:58:00,0xThe_2164,178.01754610344864,27452.085784612816,,0.0,2015-01-01,The Hodler
1/5/2019 23:58:00,0xThe_2164,178.01754610344864,27468.107363762127,,0.0,2015-01-01,The Hodler
1/11/2019 23:58:00,0xThe_2164,178.01754610344864,22179.206069028667,,0.0,2015-01-01,The Hodler
1/12/2019 23:58:00,0xThe_2164,178.01754610344864,22170.305191723495,,0.0,2015-01-01,The Hodler
1/18/2019 23:58:00,0xThe_2164,178.01754610344864,21926.42115356177,,0.0,2015-01-01,The Hodler
1/19/2019 23:58:00,0xThe_2164,178.01754610344864,21926.42115356177,,0.0,2015-01-01,The Hodler
1/25/2019 23:58:00,0xThe_2164,178.01754610344864,20473.79797735763,,0.0,2015-01-01,The Hodler
1/26/2019 23:58:00,0xThe_2164,178.01754610344864,20473.79797735763,,0.0,2015-01-01,The Hodler
2/1/2019 23:58:00,0xThe_2164,178.01754610344864,19457.317789106935,,0.0,2015-01-01,The Hodler
2/2/2019 23:58:00,0xThe_2164,178.01754610344864,18793.31234214107,,0.0,2015-01-01,The Hodler
2/8/2019 23:58:00,0xThe_2164,178.01754610344864,21016.751492973148,,0.0,2015-01-01,The Hodler
2/15/2019 23:58:00,0xThe_2164,178.01754610344864,21639.812904335216,,0.0,2015-01-01,The Hodler
2/22/2019 23:58:00,0xThe_2164,178.01754610344864,28048.44456405937,,0.0,2015-01-01,The Hodler
3/1/2019 23:58:00,0xThe_2164,178.01754610344864,23555.281700408323,,0.0,2015-01-01,The Hodler
3/8/2019 23:58:00,0xThe_2164,178.01754610344864,24283.373463971428,,0.0,2015-01-01,The Hodler
3/15/2019 23:58:00,0xThe_2164,178.01754610344864,25007.90487661246,,0.0,2015-01-01,The Hodler
3/22/2019 23:58:00,0xThe_2164,178.01754610344864,24302.95539404281,,0.0,2015-01-01,The Hodler
3/29/2019 23:58:00,0xThe_2164,178.01754610344864,25299.853652222122,,0.0,2015-01-01,The Hodler
4/5/2019 23:58:00,0xThe_2164,178.01754610344864,29513.528968490748,,0.0,2015-01-01,The Hodler
